name,type,ra_hours,dec_degrees,magnitude,size_arcmin
IC 2693,*,11.293419,13.548833,,
IC 2694,G,11.294056,13.376111,15.62,0.76
IC 2695,G,11.296825,13.727667,16.53,0.51
IC 2696,*,11.296925,12.755750,,
IC 2697,*,11.297536,13.399972,,
IC 2698,G,11.297506,11.885778,15.81,0.70
IC 2699,*,11.297958,11.909222,,
IC 2700,G,11.298383,12.054194,17.03,0.38
IC 2701,G,11.299172,11.118056,17.20,0.44
IC 2702,G,11.299231,9.412472,17.00,0.40
IC 2703,G,11.301425,17.649528,15.81,0.93
IC 2704,G,11.301114,12.454194,15.71,0.65
IC 2705,*,11.301022,11.904083,,
IC 2706,*,11.308111,12.548444,,
IC 2707,G,11.308567,9.474861,16.51,0.46
IC 2708,G,11.309614,12.711111,15.06,0.92
IC 2709,G,11.311711,12.561694,17.47,0.54
IC 2711,*,11.312914,13.738444,,
IC 2712,G,11.314661,9.626889,16.55,0.46
IC 2713,G,11.319506,12.164806,16.29,0.59
IC 2714,OCl,11.290931,-62.725111,8.20,7.20
IC 2715,G,11.320664,11.952167,21.01,0.74
IC 2716,G,11.321206,11.698556,17.70,0.38
IC 2717,*,11.321881,12.048556,,
IC 2718,G,11.322472,12.022278,15.84,0.59
IC 2719,G,11.325611,12.059778,17.87,0.22
IC 2720,G,11.326569,12.076583,15.64,0.79
IC 2721,Other,11.328558,12.310639,,
IC 2722,GTrpl,11.328989,13.962917,,0.70
IC 2722 NED01,G,11.328872,13.963917,16.10,0.69
IC 2722 NED03,G,11.328989,13.962917,17.08,0.11
IC 2723,G,11.329972,12.033444,17.38,0.47
IC 2724,G,11.330122,10.716556,16.84,0.48
IC 2725,G,11.332622,13.429278,17.20,0.48
IC 2726,Other,11.332900,13.415583,,
IC 2727,G,11.333353,12.033333,16.70,0.43
IC 2728,*,11.334758,13.427000,,
IC 2729,G,11.335214,13.409306,17.65,0.43
IC 2730,*,11.335386,12.366528,,
IC 2731,*,11.336186,13.558278,,
IC 2732,G,11.336772,12.404028,17.17,0.40
IC 2734,G,11.339950,12.443028,16.51,0.84
IC 2735,G,11.351083,34.343944,15.10,1.18
IC 2736,*,11.348506,12.408667,,
IC 2737,*,11.352292,14.293194,,
IC 2738,G,11.356406,34.356667,15.06,0.85
IC 2739,G,11.353453,11.914750,16.86,0.37
IC 2740,G,11.354739,8.752306,17.39,0.37
IC 2741,G,11.354853,9.152361,16.65,0.42
IC 2742,G,11.355203,10.446722,17.46,0.34
IC 2743,*,11.356942,8.693111,,
IC 2744,G,11.361808,34.362806,14.77,1.12
IC 2745,G,11.358822,13.426611,15.21,0.62
IC 2746,G,11.360117,11.737083,16.72,0.53
IC 2748,G,11.362233,8.804972,16.63,0.54
IC 2749,G,11.362556,8.574778,15.80,0.60
IC 2750,G,11.364108,9.658444,17.37,0.43
IC 2751,G,11.368719,34.366361,15.40,0.63
IC 2752,G,11.367206,14.124500,16.73,0.63
IC 2753,G,11.366586,9.878056,16.66,0.32
IC 2754,G,11.367328,14.144056,16.97,0.52
IC 2755,*,11.367336,13.793111,,
IC 2756,G,11.366919,9.960167,17.10,0.51
IC 2757,G,11.367250,8.393833,15.25,0.72
IC 2758,G,11.367592,7.813528,15.45,0.65
IC 2759,G,11.370356,24.317167,15.10,0.73
IC 2760,G,11.370222,12.665417,17.39,0.45
IC 2761,G,11.371436,14.177583,16.79,0.40
IC 2762,G,11.371644,12.722528,15.82,0.92
IC 2763,G,11.371822,13.065056,14.89,1.44
IC 2764,G,11.451397,-28.980222,12.26,2.20
IC 2765,G,11.373089,14.199056,17.17,0.31
IC 2766,G,11.373072,12.903472,17.12,0.53
IC 2767,G,11.373108,13.077806,17.03,0.87
IC 2768,G,11.373211,12.528917,17.32,0.40
IC 2769,G,11.373792,14.195889,15.95,0.43
IC 2770,G,11.373544,9.220667,16.64,0.39
IC 2771,G,11.374458,12.519167,18.11,0.28
IC 2772,*,11.375111,13.599139,,
IC 2773,*,11.376475,13.574528,,
IC 2774,*,11.376986,12.514944,,
IC 2775,G,11.377656,12.512000,17.73,0.32
IC 2776,G,11.377775,13.330528,15.15,0.87
IC 2777,G,11.377931,12.025583,15.33,0.79
IC 2778,Other,11.378314,12.526306,,
IC 2779,G,11.379031,13.345306,17.47,0.30
IC 2780,G,11.380036,10.149556,16.53,0.65
IC 2781,G,11.380742,12.344889,17.19,0.36
IC 2782,G,11.382044,13.441278,15.20,0.94
IC 2783,G,11.381564,8.884056,16.36,0.70
IC 2784,G,11.386564,13.117722,16.36,0.65
IC 2785,G,11.387600,13.391250,15.54,0.87
IC 2786,G,11.388194,13.392000,16.55,0.95
IC 2787,G,11.388633,13.629778,15.53,0.80
IC 2788,G,11.390825,12.698028,18.15,0.42
IC 2789,G,11.392406,14.188028,18.04,0.05
IC 2790,G,11.392794,9.555361,16.91,0.46
IC 2791,G,11.393783,12.895778,17.08,0.57
IC 2792,G,11.394864,11.404833,17.06,0.49
IC 2793,GPair,11.396497,9.449778,,0.50
IC 2793 NED01,G,11.396467,9.451333,17.65,0.35
IC 2793 NED02,G,11.396539,9.448444,17.69,0.36
IC 2794,*,11.401014,12.790972,,
IC 2795,G,11.401131,12.135111,17.36,0.36
IC 2796,GPair,11.402319,9.344139,,0.60
IC 2796 NED01,G,11.402331,9.345722,17.44,0.51
IC 2796 NED02,G,11.402339,9.342917,18.19,0.37
IC 2797,G,11.405850,11.705944,16.41,0.76
IC 2798,G,11.406664,12.415611,16.93,0.77
IC 2799,G,11.407408,13.849111,17.18,0.45
IC 2800,G,11.407522,12.208806,17.35,0.63
IC 2801,G,11.408064,10.183833,16.34,0.50
IC 2802,G,11.408433,12.208750,17.80,0.28
IC 2803,G,11.409836,9.850028,17.30,0.43
IC 2804,G,11.415481,13.222056,15.11,0.87
IC 2805,*,11.416636,14.014472,,
IC 2806,*,11.420917,9.652222,,
IC 2807,G,11.421403,11.530056,17.47,0.32
IC 2808,*,11.424133,9.132056,,
IC 2809,*,11.427158,8.526278,,
IC 2810,G,11.429181,14.676583,15.24,1.03
IC 2811,G,11.429069,9.170528,16.70,0.73
IC 2812,G,11.432172,11.529917,16.94,0.52
IC 2813,G,11.435139,11.255750,16.75,0.48
IC 2814,G,11.435697,9.661806,16.70,0.40
IC 2815,G,11.437931,12.803833,17.09,0.50
IC 2816,G,11.438411,10.636500,16.58,0.74
IC 2817,*,11.438558,9.149000,,
IC 2818,G,11.440797,12.920944,17.31,0.46
IC 2819,G,11.440956,13.844889,16.05,0.59
IC 2820,G,11.440792,10.238472,16.55,0.54
IC 2821,G,11.443022,13.962917,16.82,0.25
IC 2822,G,11.442792,11.440083,15.12,1.35
IC 2823,G,11.445742,12.848417,15.80,0.89
IC 2824,*,11.451353,14.085278,,
IC 2825,*,11.450989,8.443917,,
IC 2826,G,11.451689,13.238722,15.17,0.73
IC 2827,*,11.452686,11.514389,,
IC 2828,G,11.453039,8.731056,14.88,1.01
IC 2829,G,11.454161,10.322361,15.66,0.88
IC 2830,G,11.455994,7.814306,15.54,0.50
IC 2831,*,11.456281,8.978917,,
IC 2832,*,11.456978,13.989444,,
IC 2833,*,11.457253,13.602806,,
IC 2834,G,11.458839,13.570333,17.47,0.45
IC 2835,G,11.458775,12.142889,16.86,0.59
IC 2836,*,11.460336,9.084806,,
IC 2837,G,11.461656,10.313056,16.48,0.43
IC 2838,G,11.462567,14.011250,16.82,0.22
IC 2839,G,11.462617,10.819750,17.15,0.54
IC 2840,G,11.463222,13.425889,17.28,0.43
IC 2841,*,11.463572,12.603111,,
IC 2842,G,11.463247,9.651972,17.12,0.45
IC 2843,G,11.466136,13.183917,15.54,0.73
IC 2844,G,11.466139,11.453278,16.38,0.70
IC 2845,G,11.466794,12.529750,16.75,0.71
IC 2846,G,11.466803,11.158278,15.01,0.89
IC 2847,G,11.467608,13.930389,17.20,0.17
IC 2848,G,11.470464,13.030472,17.12,0.47
IC 2849,*,11.469906,9.094000,,
IC 2850,G,11.470267,9.062250,14.99,0.80
IC 2851,G,11.470725,11.394389,17.27,0.44
IC 2852,G,11.470569,9.800472,16.73,0.49
IC 2853,G,11.470794,9.147028,14.48,0.91
IC 2854,*,11.472186,8.968722,,
IC 2855,G,11.473608,9.687750,18.49,0.34
IC 2856,G,11.471197,-12.890694,14.60,0.99
IC 2857,G,11.475289,9.104417,15.31,1.79
IC 2858,G,11.476656,13.661500,16.95,0.21
IC 2859,*,11.478267,9.108500,,
IC 2860,G,11.479056,14.041889,16.64,0.29
IC 2861,G,11.483047,38.851278,15.33,0.83
IC 2862,G,11.478700,10.127278,16.91,0.54
IC 2863,*,11.481661,9.095306,,
IC 2864,G,11.483242,12.367722,16.80,0.61
IC 2865,*,11.483264,9.115500,,
IC 2866,*,11.483342,9.042194,,
IC 2867,G,11.483483,9.089389,15.92,0.45
IC 2868,*,11.484944,9.094306,,
IC 2869,*,11.485756,9.017389,,
IC 2870,G,11.486783,11.865500,18.00,1.05
IC 2871,G,11.489081,8.602361,15.22,0.91
IC 2872,Neb,11.468897,-62.988944,,15.14
IC 2873,GPair,11.490953,13.218306,,0.70
IC 2873 NED01,G,11.490964,13.215694,17.39,0.42
IC 2873 NED02,G,11.491011,13.220111,15.08,0.82
IC 2874,G,11.490986,10.629167,16.85,0.45
IC 2875,*,11.493036,12.989889,,
IC 2876,G,11.492667,9.016167,16.74,0.62
IC 2877,G,11.493817,12.853278,16.05,0.58
IC 2878,G,11.493947,9.967583,16.54,0.53
IC 2879,G,11.495636,9.013861,16.84,0.44
IC 2880,*,11.498061,13.198833,,
IC 2881,G,11.498447,12.511222,18.52,0.32
IC 2882,*,11.502622,11.989139,,
IC 2883,G,11.504386,10.910917,17.23,0.33
IC 2884,*Ass,11.461403,-79.734389,,
IC 2885,*,11.506281,9.772056,,
IC 2886,G,11.506789,11.562667,17.06,0.32
IC 2887,Dup,11.508256,9.387944,,
IC 2888,Other,11.509753,9.908500,,
IC 2889,G,11.508053,-13.091000,14.70,1.22
IC 2890,*,11.512819,13.181833,,
IC 2891,G,11.513372,12.677722,16.65,0.46
IC 2892,G,11.513586,10.588556,16.95,0.68
IC 2893,GPair,11.514800,13.391028,,0.50
IC 2893 NED01,G,11.514781,13.391972,17.75,0.06
IC 2893 NED02,G,11.514850,13.389917,15.96,0.45
IC 2894,G,11.515972,13.235361,15.97,0.62
IC 2895,*,11.515914,9.976861,,
IC 2896,G,11.520397,12.350056,16.56,0.47
IC 2897,*,11.522047,11.549056,,
IC 2898,G,11.522336,13.336222,16.63,0.48
IC 2900,G,11.524914,13.167306,17.30,0.33
IC 2901,G,11.525592,12.699722,16.97,0.61
IC 2902,*,11.525878,14.222750,,
IC 2903,G,11.527989,12.642583,16.81,0.44
IC 2904,*,11.528436,13.184139,16.80,
IC 2905,*,11.529717,9.106972,,
IC 2906,*,11.530447,13.132889,,
IC 2907,*,11.530208,9.899444,,
IC 2908,*,11.530689,12.937889,,
IC 2909,G,11.530803,11.470222,17.77,0.24
IC 2910,G,11.531864,-9.725361,14.63,1.28
IC 2912,G,11.535308,11.709750,17.11,0.55
IC 2913,G,11.530931,-30.410778,13.83,1.00
IC 2914,G,11.536786,13.492472,15.54,0.65
IC 2916,*,11.537819,11.683722,,
IC 2917,G,11.538703,10.945444,18.00,0.26
IC 2918,*,11.540619,13.248500,,
IC 2919,G,11.543028,14.189222,15.93,0.55
IC 2920,*,11.546853,12.557111,,
IC 2921,G,11.547022,10.296472,16.94,0.59
IC 2922,*,11.547561,12.922833,,
IC 2923,G,11.548208,13.163972,16.79,0.41
IC 2924,*,11.547831,9.023278,,
IC 2925,G,11.553675,34.265111,15.34,0.48
IC 2926,*,11.551131,12.436444,,
IC 2927,*,11.551325,13.085722,,
IC 2928,G,11.558322,34.316250,14.67,0.90
IC 2929,G,11.558742,12.137333,16.21,0.53
IC 2930,G,11.562261,10.088667,15.75,0.69
IC 2931,*,11.564025,12.467222,,
IC 2933,G,11.570208,34.312500,14.95,1.18
IC 2934,G,11.572097,13.322000,15.24,0.74
IC 2935,*,11.580058,10.250139,,
IC 2936,G,11.582450,13.008806,16.48,0.39
IC 2937,*,11.584269,10.103361,,
IC 2938,G,11.593417,13.680722,15.26,0.89
IC 2939,*,11.593883,10.697083,,
IC 2940,Other,11.600761,21.961667,,
IC 2941,G,11.602769,10.055583,14.96,0.85
IC 2942,G,11.603392,11.815889,16.18,0.66
IC 2943,G,11.611753,54.846028,15.14,0.41
IC 2944,Cl+N,11.596369,-63.019833,4.50,7.20
IC 2945,GPair,11.617858,12.926583,,1.00
IC 2945 NED01,G,11.617861,12.926444,15.21,0.96
IC 2946,G,11.624914,32.252472,15.03,0.46
IC 2947,G,11.625269,31.362333,14.21,0.75
IC 2948,Cl+N,11.651650,-63.443861,,6.00
IC 2950,G,11.693867,37.992111,14.88,0.65
IC 2951,G,11.723489,19.749806,13.57,1.54
IC 2952,G,11.738092,33.351361,15.78,0.35
IC 2953,Dup,11.740494,33.355083,,
IC 2954,*,11.750906,26.786500,,
IC 2955,G,11.751086,19.620611,14.19,0.38
IC 2956,G,11.754878,26.767389,14.83,0.94
IC 2957,G,11.760261,31.299556,14.91,0.79
IC 2958,G,11.761756,33.154444,15.70,0.71
IC 2959,Dup,11.769483,33.108750,,
IC 2960,G,11.772139,35.003750,15.37,0.83
IC 2961,G,11.797103,31.344750,15.66,0.48
IC 2962,Other,11.818331,-12.311361,,
IC 2963,Dup,11.823481,-5.118444,,
IC 2964,Other,11.831242,12.050306,,
IC 2965,Dup,11.900419,-19.568889,,
IC 2966,RfN,11.837097,-64.872944,,3.00
IC 2967,G,11.848647,30.850694,14.70,0.85
IC 2968,G,11.875147,20.625472,15.59,0.89
IC 2969,G,11.875353,-3.872250,13.78,1.30
IC 2970,Other,11.886042,-23.123278,,
IC 2971,G,11.890983,30.696917,15.73,0.70
IC 2972,Dup,11.894619,-3.996528,,
IC 2973,G,11.897433,33.365500,14.42,1.42
IC 2974,G,11.896869,-5.167833,14.00,2.19
IC 2975,Dup,11.896869,-5.167833,,
IC 2976,Dup,11.933625,-2.720861,,
IC 2977,G,11.920739,-37.696306,12.24,2.14
IC 2978,G,11.939786,32.038722,15.36,1.00
IC 2979,G,11.948400,32.158806,14.46,0.84
IC 2980,G,11.958378,-73.684500,13.26,2.04
IC 2981,G,11.928506,32.188889,14.95,0.53
IC 2982,Dup,11.964272,27.868667,,
IC 2983,Other,11.971314,-2.110056,,
IC 2984,G,11.985342,30.696944,15.49,0.73
IC 2985,G,11.986875,30.731222,15.10,0.90
IC 2986,G,11.997114,30.844417,14.76,0.99
IC 2987,G,12.056817,38.813306,15.32,0.60
IC 2988,Other,12.061722,3.429250,,
IC 2989,Dup,12.076119,1.801611,,
IC 2990,G,12.077389,11.050056,15.09,0.73
IC 2991,G,12.086808,10.640361,15.83,0.67
IC 2992,G,12.087731,30.855639,14.83,0.63
IC 2993,G,12.093981,32.822194,16.01,0.35
IC 2994,G,12.091075,12.702889,15.65,0.47
IC 2995,G,12.096364,-27.940139,12.57,3.37
IC 2996,G,12.096842,-29.971917,14.37,1.78
IC 2997,Other,12.095686,20.280861,,
IC 2998,Other,12.098678,20.753361,,
IC 2999,G,12.099317,31.348500,15.72,0.67
IC 3000,Other,12.102375,-29.673389,,
IC 3001,G,12.104669,33.525861,15.46,0.73
IC 3002,G,12.117831,33.382833,15.59,0.61
IC 3003,G,12.125728,32.813000,14.91,0.80
IC 3004,G,12.119511,13.247528,15.77,0.61
IC 3005,G,12.120603,-30.024639,13.83,2.42
IC 3006,Other,12.123428,12.993389,,
IC 3007,G,12.125217,31.348111,15.55,0.69
IC 3008,G,12.131056,13.577306,14.74,0.93
IC 3009,Other,12.133364,12.646472,,
IC 3010,G,12.132614,-30.339472,12.22,2.09
IC 3011,Dup,12.136006,10.378889,,
IC 3012,G,12.139983,11.176611,15.89,0.59
IC 3013,G,12.140439,10.016667,15.28,0.58
IC 3014,G,12.143611,38.831778,14.46,0.82
IC 3015,G,12.150078,-31.519889,13.15,0.72
IC 3016,G,12.155150,11.430222,15.23,0.49
IC 3017,G,12.156342,13.618167,16.43,0.60
IC 3018,G,12.156933,13.574444,15.88,0.66
IC 3019,G,12.156183,13.992417,13.98,1.26
IC 3020,G,12.157561,14.224500,16.42,0.36
IC 3021,G,12.165158,13.049972,15.53,1.29
IC 3022,G,12.167328,38.739972,14.30,0.20
IC 3023,G,12.167153,14.366861,15.92,1.04
IC 3024,G,12.169981,12.325667,15.06,0.90
IC 3025,G,12.173081,10.188556,14.94,0.73
IC 3026,Other,12.176194,-29.923222,,
IC 3027,Other,12.175019,14.193528,,
IC 3028,G,12.176581,11.760806,15.72,0.55
IC 3029,G,12.178294,13.331278,14.84,1.26
IC 3030,Other,12.185008,14.143556,,
IC 3031,G,12.184494,13.308444,16.98,0.61
IC 3032,G,12.185489,14.274806,15.25,0.59
IC 3033,G,12.186097,13.587500,15.09,1.03
IC 3034,G,12.196611,14.201139,16.23,0.74
IC 3035,Dup,12.203278,13.246528,,
IC 3036,G,12.204197,12.488389,14.77,0.88
IC 3037,G,12.205689,9.986444,15.26,0.48
IC 3038,G,12.209058,11.352833,15.30,0.41
IC 3039,G,12.209047,12.309889,15.06,0.91
IC 3040,G,12.209592,11.075028,15.29,0.77
IC 3041,G,12.211850,12.762833,16.96,0.62
IC 3042,Dup,12.212903,10.865972,,
IC 3043,G,12.213106,10.009667,16.60,0.93
IC 3044,G,12.213478,13.976472,14.28,1.26
IC 3045,Other,12.216575,12.779500,,
IC 3046,G,12.218853,12.918222,15.31,1.34
IC 3047,G,12.220731,12.997667,16.54,0.58
IC 3048,*,12.222622,13.069028,,
IC 3049,G,12.226028,14.480278,15.66,0.90
IC 3050,Dup,12.229797,13.424806,,
IC 3051,Dup,12.231553,13.172861,,
IC 3052,G,12.230075,12.690556,17.15,0.49
IC 3053,G,12.231092,14.222972,15.27,0.56
IC 3054,G,12.237342,13.542944,16.33,0.68
IC 3055,GTrpl,12.239528,12.091389,,0.50
IC 3055 NED01,G,12.239408,12.090556,17.47,0.52
IC 3055 NED02,G,12.239475,12.091889,,0.12
IC 3055 NED03,G,12.239614,12.091639,16.46,0.42
IC 3056,G,12.243594,12.811861,14.84,1.30
IC 3057,Other,12.250742,-44.472972,,
IC 3058,G,12.246514,14.095500,16.29,0.54
IC 3059,G,12.248617,13.460528,14.27,1.69
IC 3060,G,12.250581,12.547111,14.82,0.72
IC 3061,G,12.251233,14.028972,13.61,2.22
IC 3062,G,12.251492,13.594750,14.60,0.81
IC 3063,G,12.251869,12.016722,14.76,0.98
IC 3064,Dup,12.254669,13.023972,,
IC 3065,G,12.253489,14.432889,14.39,1.24
IC 3066,G,12.254606,13.473139,15.72,0.97
IC 3067,Dup,12.254414,23.958167,,
IC 3068,G,12.256444,11.510889,16.52,0.46
IC 3069,G,12.255519,10.160806,16.58,0.50
IC 3070,*,12.256853,13.039472,,
IC 3071,*,12.258850,9.545556,,
IC 3072,*,12.260592,9.555639,,
IC 3073,G,12.259889,13.619167,15.15,0.88
IC 3074,G,12.262831,10.699194,14.81,0.34
IC 3075,G,12.265303,23.595556,15.13,0.93
IC 3076,*,12.267772,9.078944,,
IC 3077,G,12.265650,14.433028,14.60,1.07
IC 3078,G,12.266678,12.687306,15.70,0.58
IC 3079,G,12.267814,11.534861,15.29,0.71
IC 3080,G,12.267408,14.189389,15.00,0.73
IC 3081,G,12.269183,12.691306,15.00,0.77
IC 3082,G,12.270028,23.842083,15.91,0.67
IC 3083,G,12.272567,12.527778,17.14,0.47
IC 3084,G,12.273183,23.917889,15.65,0.45
IC 3085,*,12.273892,9.469000,,
IC 3088,*,12.274544,9.458806,,
IC 3089,G,12.274917,23.827722,15.67,0.73
IC 3091,G,12.274769,14.012361,14.47,1.08
IC 3092,G,12.275636,10.046417,16.38,0.37
IC 3093,G,12.278433,14.277806,14.79,0.37
IC 3094,G,12.282225,13.625417,14.53,0.54
IC 3095,G,12.282094,23.957917,15.77,0.53
IC 3096,G,12.281211,14.514583,15.18,1.11
IC 3097,G,12.283642,9.407556,15.26,0.79
IC 3098,Dup,12.286078,7.191583,,
IC 3099,G,12.285908,12.454028,14.97,1.85
IC 3100,G,12.284875,12.289833,15.09,1.41
IC 3101,G,12.288792,11.943472,15.75,0.63
IC 3102,Dup,12.290503,6.690083,,
IC 3103,*,12.291236,9.360444,14.56,
IC 3104,G,12.312794,-79.726056,13.66,2.40
IC 3105,G,12.292708,12.388111,14.81,1.55
IC 3106,*,12.296058,9.613139,,
IC 3107,G,12.296369,10.844639,14.30,1.25
IC 3108,G,12.295194,13.379917,14.76,0.77
IC 3109,G,12.295586,13.171028,14.86,0.67
IC 3110,G,12.295789,37.399694,16.39,0.27
IC 3111,G,12.297447,8.430278,14.99,0.62
IC 3112,G,12.296767,26.030722,15.00,1.14
IC 3113,Dup,12.299478,7.185917,,
IC 3114,*,12.299097,9.135389,,
IC 3115,Dup,12.299972,6.654194,,
IC 3116,G,12.299214,25.076528,16.19,0.45
IC 3118,G,12.303069,9.499806,14.74,1.29
IC 3119,G,12.302356,24.688306,15.40,0.57
IC 3120,G,12.304264,13.749139,15.80,0.64
IC 3121,GPair,12.304861,13.257222,,0.50
IC 3121 NED01,G,12.304914,13.256444,17.33,0.53
IC 3121 NED02,G,12.304822,13.258278,17.50,0.49
IC 3122,G,12.305950,25.216806,14.59,1.27
IC 3123,*,12.307664,8.064917,7.26,
IC 3124,*,12.307647,9.588389,,
IC 3125,*,12.307075,24.365111,,
IC 3126,G,12.310322,13.815167,16.18,0.50
IC 3127,G,12.309786,11.870417,15.30,0.52
IC 3128,GTrpl,12.311167,11.733611,,1.40
IC 3128 A,G,12.311631,11.731833,15.00,0.65
IC 3128 B,G,12.310711,11.735028,18.27,0.33
IC 3129,*,12.312489,9.590667,,
IC 3131,G,12.314136,7.861889,14.09,1.00
IC 3132,Dup,12.314136,7.861889,,
IC 3133,Other,12.315156,7.639667,,
IC 3134,G,12.315589,8.961611,14.73,0.80
IC 3135,G,12.314606,27.491500,17.05,0.33
IC 3136,G,12.315936,6.184389,14.89,1.22
IC 3137,G,12.315186,12.470056,16.89,0.67
IC 3138,GPair,12.315611,12.443889,,0.50
IC 3138 NED01,G,12.315600,12.445278,16.53,0.44
IC 3138 NED02,G,12.315611,12.442111,,0.17
IC 3139,*,12.316878,9.126778,,
IC 3140,*,12.316078,27.129472,,
IC 3141,G,12.316233,24.186278,15.34,0.89
IC 3142,GPair,12.317639,13.981389,,1.40
IC 3142 NED01,G,12.317217,13.982444,15.39,0.67
IC 3142 NED02,G,12.318097,13.980528,15.20,0.86
IC 3143,G,12.318164,27.298417,15.63,0.63
IC 3144,G,12.319378,25.296972,16.77,0.38
IC 3145,*,12.319581,24.294139,,
IC 3146,G,12.320139,25.715028,16.77,0.51
IC 3147,GPair,12.321639,12.017222,,1.00
IC 3147 NED01,G,12.321442,12.016194,16.12,0.66
IC 3147 NED02,G,12.321853,12.018194,16.17,0.51
IC 3148,G,12.322672,7.870333,15.61,0.62
IC 3149,G,12.323392,12.301389,15.20,0.64
IC 3150,G,12.324581,7.798222,15.44,0.36
IC 3151,G,12.325800,9.414222,14.78,0.90
IC 3152,G,12.326664,-26.145500,12.43,1.66
IC 3153,G,12.326900,5.397806,15.00,0.54
IC 3154,G,12.326108,25.585917,15.99,0.61
IC 3155,G,12.329253,6.005750,14.42,1.00
IC 3156,G,12.328928,9.148583,14.66,0.72
IC 3157,G,12.329978,12.421944,15.09,0.96
IC 3159,G,12.331447,11.674472,16.60,0.50
IC 3160,*,12.333292,9.101889,,
IC 3161,*,12.333669,8.999056,,
IC 3162,*,12.334203,8.996972,,
IC 3165,G,12.334658,27.975333,14.75,1.00
IC 3166,Other,12.331667,60.694278,,
IC 3167,G,12.338550,9.545361,14.72,1.35
IC 3168,G,12.338483,27.920389,15.66,0.72
IC 3169,G,12.339275,25.599500,16.57,0.48
IC 3170,G,12.340708,9.424250,14.63,0.58
IC 3171,G,12.340017,25.560583,14.63,0.92
IC 3172,G,12.340153,27.818778,16.29,0.68
IC 3173,G,12.341717,11.340944,15.30,0.72
IC 3174,G,12.341536,10.245167,15.25,0.63
IC 3175,G,12.342597,9.853417,15.00,0.83
IC 3176,G,12.341689,25.515417,16.33,0.67
IC 3177,Other,12.342869,14.127611,,
IC 3178,*,12.343072,26.169306,,
IC 3179,G,12.343814,26.165389,16.62,0.32
IC 3180,Other,12.339928,60.694333,,
IC 3181,Dup,12.345025,29.345889,,
IC 3184,G,12.346333,24.915583,15.64,0.77
IC 3185,G,12.347967,25.429694,15.90,0.68
IC 3186,G,12.348856,24.668583,14.44,0.53
IC 3187,G,12.348522,11.161806,15.47,0.69
IC 3188,G,12.348639,11.008889,14.81,0.77
IC 3189,G,12.348978,25.426528,16.24,0.60
IC 3190,*,12.350669,9.569778,,
IC 3191,*,12.351431,7.704417,,
IC 3192,G,12.351336,11.754611,16.11,0.58
IC 3193,G,12.350356,27.898778,15.65,0.98
IC 3194,G,12.352500,25.133500,16.37,0.57
IC 3195,G,12.354842,25.808278,16.38,0.52
IC 3196,G,12.357397,11.757778,16.43,0.53
IC 3197,*,12.357194,25.443889,,
IC 3198,*,12.358650,26.366306,,
IC 3199,G,12.362667,10.595639,15.03,1.00
IC 3200,G,12.360331,26.760778,16.46,0.53
IC 3201,G,12.361214,25.726000,17.05,0.40
IC 3202,G,12.362314,27.057111,16.69,0.67
IC 3203,G,12.362675,25.884667,15.43,1.31
IC 3204,G,12.364008,24.249111,16.79,0.52
IC 3205,G,12.364150,26.341000,15.55,0.62
IC 3206,G,12.364253,26.363583,15.79,0.53
IC 3207,G,12.364508,24.354556,16.36,0.79
IC 3208,G,12.365439,11.966833,15.96,0.98
IC 3209,G,12.368375,11.754722,14.97,1.00
IC 3210,G,12.366939,28.431083,15.38,0.66
IC 3211,Dup,12.368700,8.990556,,
IC 3212,G,12.367611,28.186000,15.53,0.71
IC 3213,G,12.368797,23.869611,15.50,0.49
IC 3214,*,12.369197,27.235083,,
IC 3215,G,12.369550,26.051944,15.53,1.27
IC 3216,G,12.369947,25.286694,16.52,0.52
IC 3217,G,12.370297,26.388028,17.53,0.41
IC 3218,G,12.372089,6.927917,15.66,0.64
IC 3219,G,12.370842,25.951333,16.45,0.84
IC 3220,G,12.372664,10.601972,15.95,1.05
IC 3221,G,12.372264,25.283778,17.14,0.57
IC 3222,G,12.372075,28.831583,15.10,0.59
IC 3223,Other,12.375169,9.487250,,
IC 3224,G,12.376642,12.158028,16.30,0.38
IC 3225,G,12.377497,6.677056,14.38,0.91
IC 3226,*,12.376375,26.067333,,
IC 3227,G,12.376572,24.085139,16.52,0.46
IC 3228,G,12.377606,24.330083,16.19,1.11
IC 3229,G,12.381333,6.679861,15.25,1.23
IC 3230,G,12.377689,27.746972,16.41,0.44
IC 3231,G,12.378828,24.820472,,0.65
IC 3232,*,12.379942,24.424528,,
IC 3233,G,12.381914,12.566778,16.56,0.69
IC 3234,G,12.381156,28.112528,16.93,0.42
IC 3235,G,12.382750,13.545778,16.55,0.62
IC 3236,G,12.383397,10.101222,16.46,0.42
IC 3237,G,12.382781,28.494167,15.89,0.47
IC 3238,G,12.385106,14.458333,14.67,0.67
IC 3239,G,12.385992,11.726000,16.16,0.78
IC 3240,G,12.385367,10.362278,16.54,0.46
IC 3241,G,12.385678,26.905278,16.33,0.67
IC 3242,G,12.386233,26.248889,16.48,0.63
IC 3243,G,12.386481,27.765694,15.66,0.75
IC 3244,G,12.386739,14.388972,15.00,0.77
IC 3245,Other,12.388253,9.129556,,
IC 3246,G,12.388097,13.051833,16.32,0.54
IC 3247,G,12.387219,28.893750,15.40,1.86
IC 3248,*,12.388022,25.552028,,
IC 3249,G,12.388314,25.444667,16.79,0.37
