name,type,ra_hours,dec_degrees,magnitude,size_arcmin
Sh2-285,HII,6.920833,-0.498333,,
Sh2-286,HII,6.908333,-4.516667,,
Sh2-287,HII,6.991389,-4.820000,,
Sh2-288,HII,7.143611,-4.313333,,
Sh2-289,HII,6.765000,-7.300000,,
Sh2-290,PN,8.903657,8.898039,15.54,16.20
Sh2-291,HII,6.922750,-8.006944,,9.40
Sh2-292,RfN,7.073611,-10.455000,,
Sh2-293,HII,7.030419,-11.300923,6.59,
Sh2-294,HII,7.276514,-9.428484,,3.43
Sh2-295,HII,7.044167,-11.456667,,
Sh2-296,HII,7.098333,-11.216667,,
Sh2-297,HII,7.086944,-12.316667,,
Sh2-298,HII,7.308333,-13.226667,,
Sh2-299,HII,7.509972,-15.299722,,
Sh2-300,HII,7.519111,-15.414444,,
Sh2-301,HII,7.165083,-18.498056,,9.00
Sh2-302,HII,7.525556,-16.986111,,
Sh2-303,HII,6.905389,-22.430833,,
Sh2-304,HII,6.725000,-24.116667,,
Sh2-305,HII,7.501139,-18.536944,,
Sh2-306,HII,7.517333,-19.154722,,
Sh2-307,HII,7.592475,-18.759177,,
Sh2-308,HII,6.903623,-23.928340,6.91,
Sh2-309,HII,7.530000,-19.434722,,
Sh2-310,HII,7.401333,-25.970833,,
Sh2-311,HII,7.871800,-26.428000,,
Sh2-312,HII,8.986667,-25.683333,,
Sh2-313,PN,12.892440,-22.872936,9.69,12.87
