name,type,ra_hours,dec_degrees,magnitude,size_arcmin
LDN 223,DrkN,17.680833,-19.725000,,2.00
LDN 224,DrkN,18.141667,-23.483333,,7.00
LDN 225,DrkN,17.548333,-18.533333,,18.00
LDN 226,DrkN,17.678611,-19.658333,,4.50
LDN 227,DrkN,18.168333,-23.650000,,5.00
LDN 228,DrkN,17.681111,-19.625000,,2.50
LDN 229,DrkN,17.673056,-19.545000,,2.00
LDN 230,DrkN,18.150000,-23.450000,,3.00
LDN 231,DrkN,17.674444,-19.570000,,1.00
LDN 232,DrkN,18.083333,-22.833333,,17.60
LDN 233,DrkN,17.751667,-20.016667,,
LDN 234,DrkN,16.813333,-11.083333,,71.00
LDN 235,DrkN,17.775000,-20.183333,,25.00
LDN 236,DrkN,18.435000,-25.300000,,10.00
LDN 237,DrkN,18.016667,-22.166667,,
LDN 238,DrkN,16.595000,-8.766667,,14.00
LDN 239,DrkN,18.556311,-26.022289,,
LDN 240,DrkN,18.618333,-26.366667,,9.00
LDN 241,DrkN,18.191667,-23.316667,,9.00
LDN 242,DrkN,18.201667,-23.400000,,6.00
LDN 243,DrkN,18.200000,-23.316667,,43.00
LDN 244,DrkN,16.863333,-11.250000,,18.00
LDN 245,DrkN,18.518333,-25.466667,,40.00
LDN 246,DrkN,17.750000,-19.516667,,190.00
LDN 247,DrkN,18.401667,-24.550000,,11.00
LDN 248,DrkN,18.601667,-25.783333,,14.00
LDN 249,DrkN,18.173611,-22.740000,,12.00
LDN 250,DrkN,18.390000,-24.133333,,3.00
LDN 251,DrkN,18.485000,-24.800000,,26.00
LDN 252,DrkN,18.386667,-24.050000,,
LDN 253,DrkN,18.668333,-25.950000,,50.00
LDN 254,DrkN,17.833333,-19.683333,,29.00
LDN 255,DrkN,16.785194,-9.589167,,10.20
LDN 256,DrkN,18.250000,-22.983333,,37.00
LDN 257,DrkN,18.183333,-22.400000,,16.00
LDN 258,DrkN,17.748333,-18.850000,,26.00
LDN 259,DrkN,18.418333,-23.983333,,9.00
LDN 260,DrkN,16.782833,-9.605556,,
LDN 261,DrkN,17.598333,-17.200000,,31.00
LDN 262,DrkN,18.051667,-20.868333,,9.00
LDN 263,DrkN,18.601667,-24.950000,,94.00
LDN 264,DrkN,17.815000,-18.850000,,23.00
LDN 265,DrkN,18.283333,-22.483333,,35.00
LDN 266,DrkN,18.518333,-24.133333,,39.00
LDN 267,DrkN,18.391667,-23.133333,,
LDN 268,DrkN,18.391667,-23.133333,,
LDN 269,DrkN,18.491667,-23.800000,,12.00
LDN 270,DrkN,17.815000,-18.350000,,40.00
LDN 271,DrkN,18.183333,-21.316667,,8.00
LDN 272,DrkN,18.300000,-22.150000,,16.00
LDN 273,DrkN,17.740000,-17.600000,,5.00
LDN 274,DrkN,18.155000,-20.950000,,9.00
LDN 275,DrkN,18.200000,-21.183333,,2.00
LDN 276,DrkN,17.731667,-17.350000,,12.00
LDN 277,DrkN,17.756667,-17.483333,,4.00
LDN 278,DrkN,16.980000,-10.250000,,64.00
LDN 279,DrkN,17.881667,-18.516667,,41.00
LDN 280,DrkN,16.980000,-10.083333,,30.00
LDN 281,DrkN,18.083333,-20.000000,,68.00
LDN 282,DrkN,18.216667,-20.983333,,14.00
LDN 283,DrkN,17.648333,-16.033333,,131.00
LDN 284,DrkN,18.600000,-23.450000,,27.00
LDN 285,DrkN,17.931667,-18.333333,,28.00
LDN 286,DrkN,18.031667,-19.166667,,20.00
LDN 287,DrkN,17.380000,-13.383333,,24.00
LDN 288,DrkN,17.961833,-18.540833,,12.00
LDN 289,DrkN,18.015000,-18.833333,,10.00
LDN 290,DrkN,17.715000,-16.016667,,69.00
LDN 291,DrkN,18.333333,-20.983333,,31.00
LDN 292,DrkN,17.959944,-17.632778,,30.00
LDN 293,DrkN,17.965000,-18.000000,,85.00
LDN 294,DrkN,18.533333,-22.300000,,3.00
LDN 295,DrkN,18.546667,-22.350000,,3.00
LDN 296,DrkN,18.541667,-22.300000,,3.00
LDN 297,DrkN,18.783333,-23.950000,,25.00
LDN 298,DrkN,17.981667,-18.000000,,20.00
LDN 299,DrkN,17.005000,-9.316667,,19.80
LDN 300,DrkN,18.851667,-24.266667,,37.00
LDN 301,DrkN,18.590000,-22.500000,,8.00
LDN 302,DrkN,17.960000,-17.633333,,14.00
LDN 303,DrkN,18.131667,-19.000000,,255.00
LDN 304,DrkN,18.583333,-22.133333,,9.00
LDN 305,DrkN,17.831667,-16.266667,,
LDN 306,DrkN,18.392222,-20.760000,,8.00
LDN 307,DrkN,18.098611,-18.420000,,
LDN 308,DrkN,18.108889,-18.351667,,2.00
LDN 309,DrkN,18.516667,-21.466667,,7.00
LDN 310,DrkN,18.120000,-18.360000,,4.50
LDN 311,DrkN,18.825000,-23.450000,,
LDN 312,DrkN,17.848333,-16.016667,,
LDN 313,DrkN,18.558333,-21.550000,,11.00
LDN 314,DrkN,18.350000,-19.983333,,114.00
LDN 315,DrkN,18.300000,-19.483333,,147.00
LDN 316,DrkN,18.745000,-22.616667,,20.00
LDN 317,DrkN,17.011667,-8.066667,,80.00
LDN 318,DrkN,17.998333,-16.833333,,6.00
LDN 319,DrkN,18.031667,-16.833333,,12.00
LDN 320,DrkN,17.998333,-16.500000,,72.00
LDN 321,DrkN,18.838333,-22.633333,,10.00
LDN 322,DrkN,18.331667,-18.983333,,68.00
LDN 323,DrkN,18.258333,-18.216667,,12.00
LDN 324,DrkN,17.363333,-10.383333,,145.00
LDN 325,DrkN,17.898333,-15.016667,,57.00
LDN 326,DrkN,17.830000,-14.433333,,10.00
LDN 327,DrkN,18.281667,-18.066667,,9.00
LDN 328,DrkN,18.283333,-18.031667,,
LDN 329,DrkN,18.675000,-20.866667,,14.00
LDN 330,DrkN,17.840000,-14.283333,,25.00
LDN 331,DrkN,18.281667,-17.816667,,4.20
LDN 332,DrkN,18.348333,-18.150000,,8.00
LDN 333,DrkN,18.181667,-16.816667,,42.00
LDN 334,DrkN,18.666667,-20.450000,,16.00
LDN 335,DrkN,18.318333,-17.816667,,4.00
LDN 336,DrkN,18.331667,-17.900000,,13.00
LDN 337,DrkN,17.965000,-14.850000,,9.00
LDN 338,DrkN,17.931667,-14.500000,,11.00
LDN 339,DrkN,17.943333,-14.583333,,8.00
LDN 340,DrkN,17.981667,-14.600000,,11.00
LDN 341,DrkN,17.990000,-14.666667,,6.00
LDN 342,DrkN,18.365000,-17.650000,,54.00
LDN 343,DrkN,18.481667,-18.400000,,60.00
LDN 344,DrkN,18.700000,-19.950000,,6.00
LDN 345,DrkN,17.896667,-13.683333,,29.00
LDN 346,DrkN,18.716667,-19.950000,,
LDN 347,DrkN,18.123472,-15.418333,,
LDN 348,DrkN,18.165000,-15.650000,,10.00
LDN 349,DrkN,17.851667,-13.016667,,7.00
LDN 350,DrkN,18.465000,-17.800000,,23.00
LDN 351,DrkN,18.398333,-17.216667,,10.00
LDN 352,DrkN,17.763333,-12.016667,,138.00
LDN 353,DrkN,18.548333,-18.300000,,110.00
LDN 354,DrkN,18.415000,-17.250000,,10.00
LDN 355,DrkN,17.863333,-12.683333,,16.00
LDN 356,DrkN,18.506512,-17.686051,,10.20
LDN 357,DrkN,18.265000,-15.733333,,23.00
LDN 358,DrkN,17.880000,-12.516667,,52.00
LDN 359,DrkN,18.381667,-16.466667,,134.00
LDN 360,DrkN,17.861667,-12.266667,,6.00
LDN 361,DrkN,17.866667,-12.183333,,7.00
LDN 362,DrkN,18.498333,-17.133333,,41.00
LDN 363,DrkN,17.980000,-13.000000,,90.00
LDN 364,DrkN,18.581667,-17.633333,,19.00
LDN 365,DrkN,18.715000,-18.450000,,
LDN 366,DrkN,18.715000,-18.450000,,
LDN 367,DrkN,17.830000,-11.016667,,54.00
LDN 368,DrkN,18.088333,-13.166667,,75.00
LDN 369,DrkN,18.768333,-18.200000,,8.00
LDN 370,DrkN,18.510000,-16.216667,,6.00
LDN 371,DrkN,17.295000,-6.050000,,61.00
LDN 372,DrkN,18.511111,-16.081667,,
LDN 373,DrkN,17.428333,-7.050000,,38.00
LDN 374,DrkN,18.511389,-16.090000,,
LDN 375,DrkN,18.146667,-12.983333,,21.00
LDN 376,DrkN,18.381667,-14.633333,,51.00
LDN 377,DrkN,19.538333,-22.400000,,3.00
LDN 378,DrkN,18.615000,-15.950000,,18.00
LDN 379,DrkN,18.509444,-15.252778,,
LDN 380,DrkN,18.380000,-13.966667,,30.00
LDN 381,DrkN,18.623333,-15.783333,,4.00
LDN 382,DrkN,17.795556,-9.016667,,28.00
LDN 383,DrkN,18.046667,-11.000000,,52.00
LDN 384,DrkN,18.046667,-10.750000,,160.00
LDN 385,DrkN,18.581667,-14.850000,,7.00
LDN 386,DrkN,18.213333,-11.983333,,260.00
LDN 387,DrkN,17.310000,-4.050000,,44.00
LDN 388,DrkN,18.546667,-14.216667,,146.00
LDN 389,DrkN,18.546667,-14.133333,,21.00
LDN 390,DrkN,18.596667,-14.466667,,23.00
LDN 391,DrkN,17.260000,-3.050000,,38.00
LDN 392,DrkN,17.884786,-8.561436,,10.20
LDN 393,DrkN,17.745000,-7.183333,,268.00
LDN 394,DrkN,18.363333,-12.233333,,74.00
LDN 395,DrkN,18.646667,-14.116667,,39.00
LDN 396,DrkN,18.533333,-13.216667,,4.00
LDN 397,DrkN,18.045000,-9.333333,,32.00
LDN 398,DrkN,18.546667,-13.300000,,7.00
LDN 399,DrkN,18.446667,-12.466667,,62.00
LDN 400,DrkN,17.925278,-8.256667,,11.00
LDN 401,DrkN,18.632519,-13.762465,,
LDN 402,DrkN,18.496667,-12.716667,,4.60
LDN 403,DrkN,18.613333,-13.450000,,7.00
LDN 404,DrkN,18.496667,-12.466667,,7.00
LDN 405,DrkN,18.380000,-11.466667,,194.00
LDN 406,DrkN,18.425000,-11.783333,,45.00
LDN 407,DrkN,18.580000,-12.966667,,35.00
LDN 409,DrkN,18.696667,-13.450000,,73.00
LDN 410,DrkN,18.713333,-13.450000,,134.00
LDN 411,DrkN,18.464167,-11.458333,,
LDN 412,DrkN,18.530000,-11.966667,,8.00
LDN 413,DrkN,18.443333,-11.216667,,6.00
LDN 414,DrkN,18.415553,-10.891164,,7.00
LDN 415,DrkN,18.413333,-10.633333,,22.00
LDN 416,DrkN,18.425000,-10.653333,,
LDN 417,DrkN,18.421667,-10.600000,,6.00
LDN 418,DrkN,18.245000,-9.150000,,24.00
LDN 419,DrkN,18.211667,-8.650000,,20.00
LDN 420,DrkN,18.430000,-10.300000,,
LDN 421,DrkN,17.905000,-5.816667,,24.00
LDN 422,DrkN,18.201667,-8.098333,,6.00
LDN 423,DrkN,18.463333,-10.216667,,7.80
LDN 424,DrkN,18.245000,-8.483333,,22.00
LDN 425,DrkN,17.781667,-4.683333,,
LDN 426,DrkN,18.200000,-7.900000,,2.00
LDN 427,DrkN,18.446667,-9.800000,,4.00
LDN 428,DrkN,17.793333,-4.516667,,37.00
LDN 429,DrkN,18.278889,-8.315000,,
LDN 430,DrkN,18.202500,-7.545000,,3.00
LDN 431,DrkN,18.228333,-7.816667,,18.00
LDN 432,DrkN,17.974167,-5.681667,,
LDN 433,DrkN,18.713333,-11.450000,,
LDN 434,DrkN,18.713333,-11.450000,,
LDN 435,DrkN,18.543742,-9.994653,,
LDN 436,DrkN,18.243611,-7.370000,,10.20
LDN 437,DrkN,18.336944,-7.976667,,24.00
LDN 438,DrkN,18.234722,-7.113333,,
LDN 439,DrkN,17.995000,-5.000000,,25.00
LDN 440,DrkN,18.328333,-7.483333,,7.00
LDN 441,DrkN,18.061667,-5.333333,,96.00
LDN 442,DrkN,17.960000,-4.500000,,7.00
LDN 443,DrkN,18.545162,-9.078707,,
LDN 444,DrkN,18.045000,-5.000000,,61.00
LDN 445,DrkN,18.633333,-9.666667,,28.00
LDN 446,DrkN,18.511667,-8.633333,,22.00
LDN 447,DrkN,18.261667,-6.650000,,44.00
LDN 448,DrkN,18.611667,-9.283333,,10.00
LDN 449,DrkN,18.863333,-11.100000,,13.00
LDN 450,DrkN,18.545000,-8.633333,,13.00
LDN 451,DrkN,18.361667,-7.150000,,24.00
LDN 452,DrkN,18.946667,-11.600000,,
LDN 453,DrkN,18.411667,-7.466667,,94.00
LDN 454,DrkN,18.478333,-7.966667,,22.00
LDN 455,DrkN,18.628333,-9.116667,,8.00
LDN 456,DrkN,18.880000,-10.933333,,
LDN 457,DrkN,18.880000,-10.933333,,
LDN 458,DrkN,18.946667,-11.433333,,
LDN 459,DrkN,18.711667,-9.616667,,104.00
LDN 460,DrkN,17.969167,-3.770000,,
LDN 461,DrkN,18.161667,-5.150000,,21.00
LDN 462,DrkN,18.125833,-4.695000,,12.00
LDN 463,DrkN,18.528333,-7.966667,,60.00
LDN 464,DrkN,18.880000,-10.600000,,
LDN 465,DrkN,18.880000,-10.600000,,
LDN 466,DrkN,18.328306,-6.077778,,7.80
LDN 467,DrkN,18.316667,-5.983333,,5.00
LDN 468,DrkN,18.009722,-3.510000,,
LDN 469,DrkN,18.225000,-5.100000,,3.50
LDN 470,DrkN,18.316111,-5.636667,,4.00
LDN 471,DrkN,18.328333,-5.816667,,14.00
LDN 472,DrkN,18.236667,-4.983333,,11.00
LDN 473,DrkN,18.628333,-7.950000,,28.00
LDN 474,DrkN,18.861667,-9.683333,,80.00
LDN 475,DrkN,18.320000,-5.483333,,10.00
LDN 476,DrkN,18.311667,-5.400000,,4.00
LDN 477,DrkN,18.320000,-5.400000,,45.00
LDN 478,DrkN,18.210000,-4.483333,,19.00
LDN 479,DrkN,18.320000,-5.150000,,3.50
LDN 480,DrkN,18.745000,-8.450000,,40.00
LDN 481,DrkN,18.428333,-5.966667,,162.00
LDN 482,DrkN,18.320000,-5.116667,,7.00
LDN 483,DrkN,18.293056,-4.663333,,6.00
LDN 484,DrkN,18.661667,-7.450000,,82.00
LDN 485,DrkN,18.611667,-6.950000,,49.00
LDN 486,DrkN,18.110000,-3.000000,,74.00
LDN 487,DrkN,18.280000,-4.316667,,4.00
LDN 488,DrkN,18.276667,-4.233333,,4.00
LDN 489,DrkN,18.478333,-5.633333,,29.00
LDN 490,DrkN,18.255278,-3.761667,,
LDN 491,DrkN,18.461667,-5.466667,,31.00
LDN 492,DrkN,18.264167,-3.740000,,
LDN 493,DrkN,18.210000,-3.316667,,17.00
LDN 494,DrkN,18.616667,-6.450000,,7.00
LDN 495,DrkN,18.649444,-6.733333,,2.50
LDN 496,DrkN,18.795000,-7.783333,,67.00
LDN 497,DrkN,18.653194,-6.620833,,7.80
LDN 498,DrkN,18.669722,-6.680000,,
LDN 499,DrkN,18.678333,-6.450000,,13.00
LDN 500,DrkN,18.276667,-3.316667,,4.00
LDN 501,DrkN,18.293333,-3.316667,,9.00
LDN 502,DrkN,18.143056,-1.841667,,
LDN 503,DrkN,18.490833,-4.650000,,
LDN 504,DrkN,18.310000,-3.150000,,3.00
LDN 505,DrkN,18.326667,-3.233333,,5.00
LDN 506,DrkN,18.795000,-6.866667,,2.00
LDN 507,DrkN,18.270833,-2.546667,,
